"id","time","previous","difference","productionLineName","seats","spacers"
35295,"2024-03-07 20:40:22.70123+00","2024-03-07 20:40:20.185563+00","00:00:02.515667","25",False,False
35801,"2024-03-13 11:41:50.29073+00","2024-03-13 11:41:46.783555+00","00:00:03.507175","25",False,False
35500,"2024-03-11 19:30:17.02699+00","2024-03-11 19:30:11.32118+00","00:00:05.70581","25",False,False
35487,"2024-03-11 18:07:10.909131+00","2024-03-11 18:07:04.454874+00","00:00:06.454257","25",False,False
35744,"2024-03-13 02:52:27.027723+00","2024-03-13 02:52:19.49892+00","00:00:07.528803","25",False,False
35179,"2024-03-07 11:25:01.483057+00","2024-03-07 11:24:52.891758+00","00:00:08.591299","25",False,False
35677,"2024-03-12 18:14:45.117879+00","2024-03-12 18:14:33.066816+00","00:00:12.051063","25",False,False
35826,"2024-03-13 13:37:11.110225+00","2024-03-13 13:36:58.085272+00","00:00:13.024953","25",False,False
35875,"2024-03-13 19:29:25.565678+00","2024-03-13 19:29:10.978098+00","00:00:14.58758","25",False,False
35894,"2024-03-13 21:35:21.139266+00","2024-03-13 21:35:05.854603+00","00:00:15.284663","25",False,False
35681,"2024-03-12 18:37:40.611222+00","2024-03-12 18:37:25.211215+00","00:00:15.400007","25",False,False
35609,"2024-03-12 11:57:06.881124+00","2024-03-12 11:56:49.357386+00","00:00:17.523738","25",False,False
35480,"2024-03-11 17:27:55.114279+00","2024-03-11 17:27:35.847979+00","00:00:19.2663","25",False,False
35290,"2024-03-07 20:21:13.855185+00","2024-03-07 20:20:53.549681+00","00:00:20.305504","25",False,False
35262,"2024-03-07 18:12:42.359993+00","2024-03-07 18:12:20.201753+00","00:00:22.15824","25",False,False
35438,"2024-03-11 13:21:40.350517+00","2024-03-11 13:21:17.932881+00","00:00:22.417636","25",False,False
35432,"2024-03-11 12:51:18.217526+00","2024-03-11 12:50:53.351728+00","00:00:24.865798","25",False,False
35217,"2024-03-07 14:25:32.859779+00","2024-03-07 14:25:06.651563+00","00:00:26.208216","25",False,False
35483,"2024-03-11 17:41:59.920171+00","2024-03-11 17:41:32.85026+00","00:00:27.069911","25",False,False
35653,"2024-03-12 15:48:37.221893+00","2024-03-12 15:48:04.866575+00","00:00:32.355318","25",False,False
35606,"2024-03-12 11:46:16.855069+00","2024-03-12 11:45:43.23533+00","00:00:33.619739","25",False,False
35667,"2024-03-12 17:30:58.663609+00","2024-03-12 17:30:19.691393+00","00:00:38.972216","25",False,False
35214,"2024-03-07 14:07:03.574886+00","2024-03-07 14:06:21.09397+00","00:00:42.480916","25",False,False
35274,"2024-03-07 18:53:52.954755+00","2024-03-07 18:53:07.677582+00","00:00:45.277173","25",False,False
35723,"2024-03-13 00:29:02.531904+00","2024-03-13 00:28:14.182882+00","00:00:48.349022","25",False,False
35642,"2024-03-12 14:30:04.503291+00","2024-03-12 14:29:13.408692+00","00:00:51.094599","25",False,False
35635,"2024-03-12 13:43:34.294508+00","2024-03-12 13:42:39.675335+00","00:00:54.619173","25",False,False
35691,"2024-03-12 19:40:34.971552+00","2024-03-12 19:39:36.639612+00","00:00:58.33194","25",False,False
35626,"2024-03-12 13:06:13.39218+00","2024-03-12 13:05:12.68746+00","00:01:00.70472","25",False,False
35619,"2024-03-12 12:30:47.389339+00","2024-03-12 12:29:42.102751+00","00:01:05.286588","25",False,False
35872,"2024-03-13 19:14:00.885524+00","2024-03-13 19:12:53.516426+00","00:01:07.369098","25",False,False
35772,"2024-03-13 05:24:11.379215+00","2024-03-13 05:22:59.397789+00","00:01:11.981426","25",NULL,NULL
35457,"2024-03-11 15:02:08.340242+00","2024-03-11 15:00:55.946981+00","00:01:12.393261","25",False,False
35613,"2024-03-12 12:10:25.33435+00","2024-03-12 12:09:11.647789+00","00:01:13.686561","25",False,False
35293,"2024-03-07 20:33:20.968387+00","2024-03-07 20:32:03.875447+00","00:01:17.09294","25",False,False
35588,"2024-03-12 10:50:46.834516+00","2024-03-12 10:49:22.253252+00","00:01:24.581264","25",False,False
35280,"2024-03-07 19:16:57.915787+00","2024-03-07 19:15:32.135377+00","00:01:25.78041","25",False,False
35472,"2024-03-11 16:17:29.939339+00","2024-03-11 16:16:03.27375+00","00:01:26.665589","25",False,False
35475,"2024-03-11 16:30:51.048108+00","2024-03-11 16:29:19.066265+00","00:01:31.981843","25",False,False
35752,"2024-03-13 03:29:48.767361+00","2024-03-13 03:28:11.587739+00","00:01:37.179622","25",NULL,NULL
35698,"2024-03-12 20:12:20.101343+00","2024-03-12 20:10:41.442753+00","00:01:38.65859","25",False,False
35687,"2024-03-12 19:20:37.764668+00","2024-03-12 19:18:57.362872+00","00:01:40.401796","25",False,False
35413,"2024-03-11 11:11:32.456484+00","2024-03-11 11:09:48.389408+00","00:01:44.067076","25",False,False
35463,"2024-03-11 15:37:20.46814+00","2024-03-11 15:35:35.484688+00","00:01:44.983452","25",False,False
35600,"2024-03-12 11:28:52.924743+00","2024-03-12 11:27:04.689594+00","00:01:48.235149","25",False,False
35270,"2024-03-07 18:42:28.891866+00","2024-03-07 18:40:39.102356+00","00:01:49.78951","25",False,False
35693,"2024-03-12 19:50:36.225225+00","2024-03-12 19:48:44.510654+00","00:01:51.714571","25",False,False
35461,"2024-03-11 15:19:50.293043+00","2024-03-11 15:17:51.841894+00","00:01:58.451149","25",False,False
35239,"2024-03-07 15:58:42.453547+00","2024-03-07 15:56:43.077573+00","00:01:59.375974","25",False,False
35905,"2024-03-13 22:21:56.839896+00","2024-03-13 22:19:54.682449+00","00:02:02.157447","25",False,False
35441,"2024-03-11 13:37:05.441807+00","2024-03-11 13:35:02.944062+00","00:02:02.497745","25",False,False
35897,"2024-03-13 21:47:37.767204+00","2024-03-13 21:45:34.77955+00","00:02:02.987654","25",False,False
35852,"2024-03-13 16:09:20.906801+00","2024-03-13 16:07:16.284742+00","00:02:04.622059","25",False,False
35640,"2024-03-12 14:23:16.924337+00","2024-03-12 14:21:11.979862+00","00:02:04.944475","25",False,False
35889,"2024-03-13 21:16:54.558491+00","2024-03-13 21:14:47.416551+00","00:02:07.14194","25",False,False
35911,"2024-03-13 22:50:53.485363+00","2024-03-13 22:48:46.239371+00","00:02:07.245992","25",False,False
35807,"2024-03-13 12:06:08.157066+00","2024-03-13 12:03:59.202396+00","00:02:08.95467","25",False,False
35869,"2024-03-13 18:39:38.354308+00","2024-03-13 18:37:23.656866+00","00:02:14.697442","25",False,False
35799,"2024-03-13 11:31:30.852904+00","2024-03-13 11:29:14.905724+00","00:02:15.94718","25",False,False
35602,"2024-03-12 11:33:04.078919+00","2024-03-12 11:30:45.395682+00","00:02:18.683237","25",False,False
35824,"2024-03-13 13:29:08.35398+00","2024-03-13 13:26:45.703373+00","00:02:22.650607","25",False,False
35559,"2024-03-12 04:18:09.869133+00","2024-03-12 04:15:46.111566+00","00:02:23.757567","25",False,False
35900,"2024-03-13 22:01:06.501128+00","2024-03-13 21:58:41.980054+00","00:02:24.521074","25",False,False
35965,"2024-03-14 06:00:49.852622+00","2024-03-14 05:58:24.574006+00","00:02:25.278616","25",False,False
35617,"2024-03-12 12:26:21.351067+00","2024-03-12 12:23:56.058667+00","00:02:25.2924","25",False,False
35760,"2024-03-13 04:07:18.448367+00","2024-03-13 04:04:50.070994+00","00:02:28.377373","25",NULL,NULL
35923,"2024-03-13 23:58:11.146188+00","2024-03-13 23:55:41.744196+00","00:02:29.401992","25",False,False
35282,"2024-03-07 19:31:58.036202+00","2024-03-07 19:29:27.204671+00","00:02:30.831531","25",False,False
35622,"2024-03-12 12:42:11.556913+00","2024-03-12 12:39:35.751376+00","00:02:35.805537","25",False,False
35454,"2024-03-11 14:50:28.638095+00","2024-03-11 14:47:48.969953+00","00:02:39.668142","25",False,False
35629,"2024-03-12 13:21:05.629135+00","2024-03-12 13:18:23.61361+00","00:02:42.015525","25",False,False
35585,"2024-03-12 10:39:24.323809+00","2024-03-12 10:36:40.086665+00","00:02:44.237144","25",False,False
35195,"2024-03-07 12:46:30.060659+00","2024-03-07 12:43:43.221807+00","00:02:46.838852","25",False,False
35960,"2024-03-14 05:39:04.200005+00","2024-03-14 05:36:16.136369+00","00:02:48.063636","25",False,False
35817,"2024-03-13 13:00:26.047279+00","2024-03-13 12:57:36.823984+00","00:02:49.223295","25",False,False
35655,"2024-03-12 15:57:22.540066+00","2024-03-12 15:54:33.27314+00","00:02:49.266926","25",False,False
35277,"2024-03-07 19:05:14.184853+00","2024-03-07 19:02:20.711006+00","00:02:53.473847","25",False,False
35820,"2024-03-13 13:14:35.275051+00","2024-03-13 13:11:38.323222+00","00:02:56.951829","25",False,False
35185,"2024-03-07 11:58:43.441802+00","2024-03-07 11:55:42.236994+00","00:03:01.204808","25",False,False
35314,"2024-03-07 22:55:01.808674+00","2024-03-07 22:51:59.218136+00","00:03:02.590538","25",False,False
35257,"2024-03-07 17:21:20.134169+00","2024-03-07 17:18:15.241827+00","00:03:04.892342","25",False,False
35204,"2024-03-07 13:28:30.372423+00","2024-03-07 13:25:22.275715+00","00:03:08.096708","25",False,False
35937,"2024-03-14 02:41:53.856509+00","2024-03-14 02:38:44.793461+00","00:03:09.063048","25",False,False
35230,"2024-03-07 15:27:57.969508+00","2024-03-07 15:24:47.667841+00","00:03:10.301667","25",False,False
35583,"2024-03-12 10:34:34.362873+00","2024-03-12 10:31:17.220746+00","00:03:17.142127","25",False,False
35249,"2024-03-07 16:47:08.534533+00","2024-03-07 16:43:51.113519+00","00:03:17.421014","25",False,False
35505,"2024-03-11 19:56:57.645586+00","2024-03-11 19:53:37.956611+00","00:03:19.688975","25",False,False
35916,"2024-03-13 23:12:12.209569+00","2024-03-13 23:08:52.486576+00","00:03:19.722993","25",False,False
35416,"2024-03-11 11:27:10.880026+00","2024-03-11 11:23:47.726384+00","00:03:23.153642","25",False,False
35232,"2024-03-07 15:32:18.15166+00","2024-03-07 15:28:51.731945+00","00:03:26.419715","25",False,False
35192,"2024-03-07 12:34:45.682129+00","2024-03-07 12:31:17.744134+00","00:03:27.937995","25",False,False
35767,"2024-03-13 04:42:43.639222+00","2024-03-13 04:39:13.098523+00","00:03:30.540699","25",NULL,NULL
35747,"2024-03-13 03:07:30.583011+00","2024-03-13 03:03:57.503493+00","00:03:33.079518","25",NULL,NULL
35240,"2024-03-07 16:02:16.024138+00","2024-03-07 15:58:42.453547+00","00:03:33.570591","25",False,False
35598,"2024-03-12 11:24:38.534601+00","2024-03-12 11:21:02.33223+00","00:03:36.202371","25",False,False
35594,"2024-03-12 11:11:31.880148+00","2024-03-12 11:07:45.00938+00","00:03:46.870768","25",False,False
35860,"2024-03-13 17:39:37.483103+00","2024-03-13 17:35:43.378972+00","00:03:54.104131","25",False,False
35207,"2024-03-07 13:43:41.154198+00","2024-03-07 13:39:46.858134+00","00:03:54.296064","25",False,False
35243,"2024-03-07 16:14:45.41116+00","2024-03-07 16:10:51.071679+00","00:03:54.339481","25",False,False
35620,"2024-03-12 12:34:43.84796+00","2024-03-12 12:30:47.389339+00","00:03:56.458621","25",False,False
35206,"2024-03-07 13:39:46.858134+00","2024-03-07 13:35:50.051455+00","00:03:56.806679","25",False,False
35633,"2024-03-12 13:36:07.066776+00","2024-03-12 13:32:09.692908+00","00:03:57.373868","25",False,False
35430,"2024-03-11 12:34:54.068904+00","2024-03-11 12:30:56.680813+00","00:03:57.388091","25",False,False
35190,"2024-03-07 12:25:26.000215+00","2024-03-07 12:21:28.116642+00","00:03:57.883573","25",False,False
35211,"2024-03-07 14:03:06.831163+00","2024-03-07 13:59:08.338173+00","00:03:58.49299","25",False,False
35448,"2024-03-11 14:26:01.474938+00","2024-03-11 14:22:02.806332+00","00:03:58.668606","25",False,False
35245,"2024-03-07 16:22:52.650979+00","2024-03-07 16:18:52.557921+00","00:04:00.093058","25",False,False
35451,"2024-03-11 14:38:49.258414+00","2024-03-11 14:34:49.157489+00","00:04:00.100925","25",False,False
35218,"2024-03-07 14:29:35.138436+00","2024-03-07 14:25:32.859779+00","00:04:02.278657","25",False,False
35224,"2024-03-07 15:10:56.856472+00","2024-03-07 15:06:52.920278+00","00:04:03.936194","25",False,False
35220,"2024-03-07 14:40:57.919926+00","2024-03-07 14:36:53.704908+00","00:04:04.215018","25",False,False
35730,"2024-03-13 01:10:44.722279+00","2024-03-13 01:06:40.013723+00","00:04:04.708556","25",False,False
35233,"2024-03-07 15:36:22.892842+00","2024-03-07 15:32:18.15166+00","00:04:04.741182","25",False,False
35223,"2024-03-07 15:06:52.920278+00","2024-03-07 15:02:47.325344+00","00:04:05.594934","25",False,False
35675,"2024-03-12 18:06:01.295961+00","2024-03-12 18:01:55.312838+00","00:04:05.983123","25",False,False
35778,"2024-03-13 05:50:16.405596+00","2024-03-13 05:46:09.838613+00","00:04:06.566983","25",NULL,NULL
35244,"2024-03-07 16:18:52.557921+00","2024-03-07 16:14:45.41116+00","00:04:07.146761","25",False,False
35226,"2024-03-07 15:19:43.98165+00","2024-03-07 15:15:36.719564+00","00:04:07.262086","25",False,False
35234,"2024-03-07 15:40:30.468047+00","2024-03-07 15:36:22.892842+00","00:04:07.575205","25",False,False
35361,"2024-03-08 05:14:07.495831+00","2024-03-08 05:09:59.785227+00","00:04:07.710604","25",False,False
35227,"2024-03-07 15:23:52.124985+00","2024-03-07 15:19:43.98165+00","00:04:08.143335","25",False,False
35445,"2024-03-11 14:13:25.025095+00","2024-03-11 14:09:15.902576+00","00:04:09.122519","25",False,False
35846,"2024-03-13 15:26:48.528866+00","2024-03-13 15:22:39.300376+00","00:04:09.22849","25",False,False
35614,"2024-03-12 12:14:34.858856+00","2024-03-12 12:10:25.33435+00","00:04:09.524506","25",False,False
35237,"2024-03-07 15:53:49.692342+00","2024-03-07 15:49:40.041173+00","00:04:09.651169","25",False,False
35604,"2024-03-12 11:41:28.628821+00","2024-03-12 11:37:18.239385+00","00:04:10.389436","25",False,False
35679,"2024-03-12 18:30:24.785157+00","2024-03-12 18:26:13.639349+00","00:04:11.145808","25",False,False
35776,"2024-03-13 05:41:24.128432+00","2024-03-13 05:37:12.808905+00","00:04:11.319527","25",NULL,NULL
35304,"2024-03-07 22:01:47.910479+00","2024-03-07 21:57:36.48037+00","00:04:11.430109","25",NULL,NULL
35360,"2024-03-08 05:09:59.785227+00","2024-03-08 05:05:46.863442+00","00:04:12.921785","25",False,False
35942,"2024-03-14 03:12:06.753678+00","2024-03-14 03:07:53.321533+00","00:04:13.432145","25",False,False
35892,"2024-03-13 21:28:46.293906+00","2024-03-13 21:24:32.645384+00","00:04:13.648522","25",False,False
35836,"2024-03-13 14:44:50.032159+00","2024-03-13 14:40:36.306016+00","00:04:13.726143","25",False,False
35183,"2024-03-07 11:47:10.672065+00","2024-03-07 11:42:56.728359+00","00:04:13.943706","25",False,False
35738,"2024-03-13 01:52:29.156861+00","2024-03-13 01:48:15.13235+00","00:04:14.024511","25",False,False
35603,"2024-03-12 11:37:18.239385+00","2024-03-12 11:33:04.078919+00","00:04:14.160466","25",False,False
35596,"2024-03-12 11:20:31.324442+00","2024-03-12 11:16:16.865362+00","00:04:14.45908","25",False,False
35200,"2024-03-07 13:18:07.560607+00","2024-03-07 13:13:52.055079+00","00:04:15.505528","25",False,False
35362,"2024-03-08 05:18:23.29154+00","2024-03-08 05:14:07.495831+00","00:04:15.795709","25",False,False
35236,"2024-03-07 15:49:40.041173+00","2024-03-07 15:45:24.144943+00","00:04:15.89623","25",False,False
35300,"2024-03-07 21:10:22.953588+00","2024-03-07 21:06:05.791942+00","00:04:17.161646","25",False,False
35260,"2024-03-07 17:32:59.1805+00","2024-03-07 17:28:41.953339+00","00:04:17.227161","25",False,False
35299,"2024-03-07 21:06:05.791942+00","2024-03-07 21:01:48.245115+00","00:04:17.546827","25",False,False
35834,"2024-03-13 14:36:26.593552+00","2024-03-13 14:32:08.091407+00","00:04:18.502145","25",False,False
35246,"2024-03-07 16:27:11.681745+00","2024-03-07 16:22:52.650979+00","00:04:19.030766","25",False,False
35914,"2024-03-13 23:03:17.417447+00","2024-03-13 22:58:55.177137+00","00:04:22.24031","25",False,False
35560,"2024-03-12 04:22:32.218+00","2024-03-12 04:18:09.869133+00","00:04:22.348867","25",False,False
35356,"2024-03-08 04:46:25.661046+00","2024-03-08 04:42:00.964715+00","00:04:24.696331","25",False,False
35311,"2024-03-07 22:39:04.29307+00","2024-03-07 22:34:39.192361+00","00:04:25.100709","25",False,False
35607,"2024-03-12 11:50:42.113665+00","2024-03-12 11:46:16.855069+00","00:04:25.258596","25",False,False
35610,"2024-03-12 12:01:32.652417+00","2024-03-12 11:57:06.881124+00","00:04:25.771293","25",False,False
35631,"2024-03-12 13:28:46.778911+00","2024-03-12 13:24:19.379284+00","00:04:27.399627","25",False,False
35611,"2024-03-12 12:06:01.077059+00","2024-03-12 12:01:32.652417+00","00:04:28.424642","25",False,False
35301,"2024-03-07 21:14:52.459276+00","2024-03-07 21:10:22.953588+00","00:04:29.505688","25",False,False
35353,"2024-03-08 04:31:23.737549+00","2024-03-08 04:26:52.591471+00","00:04:31.146078","25",False,False
35312,"2024-03-07 22:43:36.922704+00","2024-03-07 22:39:04.29307+00","00:04:32.629634","25",False,False
35408,"2024-03-11 10:47:52.636192+00","2024-03-11 10:43:16.315669+00","00:04:36.320523","25",False,False
35225,"2024-03-07 15:15:36.719564+00","2024-03-07 15:10:56.856472+00","00:04:39.863092","25",False,False
35944,"2024-03-14 03:20:42.756253+00","2024-03-14 03:16:01.986681+00","00:04:40.769572","25",False,False
35813,"2024-03-13 12:36:12.634933+00","2024-03-13 12:31:31.720548+00","00:04:40.914385","25",False,False
35309,"2024-03-07 22:29:13.428376+00","2024-03-07 22:24:32.018847+00","00:04:41.409529","25",False,False
35903,"2024-03-13 22:14:14.05284+00","2024-03-13 22:09:32.477333+00","00:04:41.575507","25",False,False
35862,"2024-03-13 17:46:33.654868+00","2024-03-13 17:41:51.874651+00","00:04:41.780217","25",False,False
35755,"2024-03-13 03:44:46.137251+00","2024-03-13 03:40:03.716635+00","00:04:42.420616","25",NULL,NULL
35880,"2024-03-13 19:55:46.470644+00","2024-03-13 19:51:03.321505+00","00:04:43.149139","25",False,False
35615,"2024-03-12 12:19:19.149478+00","2024-03-12 12:14:34.858856+00","00:04:44.290622","25",False,False
35774,"2024-03-13 05:32:45.950061+00","2024-03-13 05:28:01.458443+00","00:04:44.491618","25",NULL,NULL
35595,"2024-03-12 11:16:16.865362+00","2024-03-12 11:11:31.880148+00","00:04:44.985214","25",False,False
35638,"2024-03-12 14:16:43.354042+00","2024-03-12 14:11:57.11349+00","00:04:46.240552","25",False,False
35592,"2024-03-12 11:06:17.941259+00","2024-03-12 11:01:31.488386+00","00:04:46.452873","25",False,False
35946,"2024-03-14 03:29:27.35581+00","2024-03-14 03:24:39.75282+00","00:04:47.60299","25",False,False
35498,"2024-03-11 19:23:14.668308+00","2024-03-11 19:18:26.627357+00","00:04:48.040951","25",False,False
35624,"2024-03-12 12:58:34.015074+00","2024-03-12 12:53:40.644277+00","00:04:53.370797","25",False,False
35235,"2024-03-07 15:45:24.144943+00","2024-03-07 15:40:30.468047+00","00:04:53.676896","25",False,False
35810,"2024-03-13 12:21:12.811762+00","2024-03-13 12:16:17.400821+00","00:04:55.410941","25",False,False
35355,"2024-03-08 04:42:00.964715+00","2024-03-08 04:37:05.449495+00","00:04:55.51522","25",False,False
35657,"2024-03-12 16:10:04.433613+00","2024-03-12 16:05:05.507313+00","00:04:58.9263","25",False,False
35728,"2024-03-13 01:03:15.867677+00","2024-03-13 00:58:16.311344+00","00:04:59.556333","25",False,False
35467,"2024-03-11 15:57:27.65925+00","2024-03-11 15:52:27.535881+00","00:05:00.123369","25",False,False
35792,"2024-03-13 10:40:39.164459+00","2024-03-13 10:35:38.523287+00","00:05:00.641172","25",False,False
35590,"2024-03-12 11:01:02.86142+00","2024-03-12 10:56:01.555171+00","00:05:01.306249","25",False,False
35359,"2024-03-08 05:05:46.863442+00","2024-03-08 05:00:40.161175+00","00:05:06.702267","25",False,False
35268,"2024-03-07 18:35:25.873698+00","2024-03-07 18:30:18.287517+00","00:05:07.586181","25",False,False
35403,"2024-03-11 10:19:56.127173+00","2024-03-11 10:14:48.285773+00","00:05:07.8414","25",False,False
35586,"2024-03-12 10:44:33.87405+00","2024-03-12 10:39:24.323809+00","00:05:09.550241","25",False,False
35659,"2024-03-12 16:18:50.689544+00","2024-03-12 16:13:37.281762+00","00:05:13.407782","25",False,False
35589,"2024-03-12 10:56:01.555171+00","2024-03-12 10:50:46.834516+00","00:05:14.720655","25",False,False
35493,"2024-03-11 18:41:58.141315+00","2024-03-11 18:36:40.848718+00","00:05:17.292597","25",False,False
35358,"2024-03-08 05:00:40.161175+00","2024-03-08 04:55:22.364147+00","00:05:17.797028","25",False,False
35305,"2024-03-07 22:07:08.20887+00","2024-03-07 22:01:47.910479+00","00:05:20.298391","25",False,False
35308,"2024-03-07 22:24:32.018847+00","2024-03-07 22:19:10.568629+00","00:05:21.450218","25",False,False
35315,"2024-03-07 23:00:25.831626+00","2024-03-07 22:55:01.808674+00","00:05:24.022952","25",False,False
35254,"2024-03-07 17:10:01.705449+00","2024-03-07 17:04:36.242315+00","00:05:25.463134","25",False,False
35310,"2024-03-07 22:34:39.192361+00","2024-03-07 22:29:13.428376+00","00:05:25.763985","25",False,False
35346,"2024-03-08 03:52:42.901013+00","2024-03-08 03:47:16.466816+00","00:05:26.434197","25",False,False
35822,"2024-03-13 13:22:00.166024+00","2024-03-13 13:16:31.750168+00","00:05:28.415856","25",False,False
35489,"2024-03-11 18:18:33.979776+00","2024-03-11 18:13:05.401216+00","00:05:28.57856","25",False,False
35733,"2024-03-13 01:25:36.939607+00","2024-03-13 01:20:07.172486+00","00:05:29.767121","25",False,False
35882,"2024-03-13 20:04:32.098929+00","2024-03-13 19:59:01.412589+00","00:05:30.68634","25",False,False
35188,"2024-03-07 12:14:58.160343+00","2024-03-07 12:09:26.685358+00","00:05:31.474985","25",False,False
35350,"2024-03-08 04:15:26.364153+00","2024-03-08 04:09:51.870809+00","00:05:34.493344","25",False,False
35349,"2024-03-08 04:09:51.870809+00","2024-03-08 04:04:16.246379+00","00:05:35.62443","25",False,False
35917,"2024-03-13 23:17:48.933893+00","2024-03-13 23:12:12.209569+00","00:05:36.724324","25",False,False
35278,"2024-03-07 19:10:52.462027+00","2024-03-07 19:05:14.184853+00","00:05:38.277174","25",False,False
35255,"2024-03-07 17:15:40.867599+00","2024-03-07 17:10:01.705449+00","00:05:39.16215","25",False,False
35284,"2024-03-07 19:43:37.008353+00","2024-03-07 19:37:57.385698+00","00:05:39.622655","25",False,False
35271,"2024-03-07 18:48:08.599579+00","2024-03-07 18:42:28.891866+00","00:05:39.707713","25",False,False
